bfs_nr,municipality,canton,energyreporter_date,electric_car_share,electric_car_share_last_change,solar_potential_usage,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_share_coverage,renewable_heating_share_last_change
5426,Bougy-Villars,VD,2021-10-31,0.025974,2021-09-30,0.033957,2020-11-06,0.22,1.0,2021-01-21
5426,Bougy-Villars,VD,2021-11-30,0.02551,2021-10-31,0.033957,2020-11-06,0.22,1.0,2021-07-12
5426,Bougy-Villars,VD,2021-12-31,0.026042,2021-11-30,0.033957,2020-11-06,0.22,1.0,2021-07-12
5426,Bougy-Villars,VD,2022-01-31,0.026738,2021-12-31,0.034067,2020-11-06,0.22,1.0,2021-07-12
5426,Bougy-Villars,VD,2022-02-28,0.026882,2022-01-31,0.033957,2020-11-06,0.22,1.0,2021-07-12
5426,Bougy-Villars,VD,2022-03-31,0.026667,2022-02-28,0.033957,2020-11-06,0.227723,1.0,2022-01-18
5427,Féchy,VD,2021-03-31,0.006319,2020-09-30,0.032989,2020-01-01,0.151394,0.99061,2021-01-26
5427,Féchy,VD,2021-04-30,0.014634,2021-03-31,0.032989,2020-01-01,0.151394,0.99061,2021-01-26
5427,Féchy,VD,2021-05-31,0.014446,2021-04-30,0.032055,2020-04-22,0.151394,0.99061,2021-01-26
5427,Féchy,VD,2021-06-30,0.014286,2021-05-31,0.032909,2020-04-22,0.151394,0.99061,2021-01-26
5427,Féchy,VD,2021-07-31,0.015723,2021-06-30,0.032909,2020-04-22,0.151394,0.990521,2021-01-26
5427,Féchy,VD,2021-08-31,0.018779,2021-07-31,0.032909,2020-04-22,0.152,0.997608,2021-01-26
5427,Féchy,VD,2021-09-30,0.018779,2021-08-31,0.032909,2020-04-22,0.151394,0.990521,2021-01-26
5427,Féchy,VD,2021-10-31,0.020281,2021-09-30,0.032909,2020-04-22,0.151394,0.990521,2021-01-26
5427,Féchy,VD,2021-11-30,0.020635,2021-10-31,0.034172,2021-06-25,0.150794,0.99763,2021-11-08
5427,Féchy,VD,2021-12-31,0.022436,2021-11-30,0.034172,2021-06-25,0.150794,0.99763,2021-11-08
5427,Féchy,VD,2022-01-31,0.024272,2021-12-31,0.034367,2021-06-25,0.150794,0.99763,2021-11-08
5427,Féchy,VD,2022-02-28,0.02451,2022-01-31,0.034172,2021-06-25,0.150794,0.99763,2021-11-08
5427,Féchy,VD,2022-03-31,0.026187,2022-02-28,0.034172,2021-06-25,0.154762,0.99763,2021-11-08
5428,Gimel,VD,2021-03-31,0.004838,2020-10-31,0.062017,2020-07-03,0.2,0.992167,2020-12-14
5428,Gimel,VD,2021-04-30,0.00625,2021-03-31,0.062017,2020-07-03,0.2,0.992167,2020-12-14
5428,Gimel,VD,2021-05-31,0.005517,2021-04-30,0.080099,2020-08-27,0.2,0.992167,2020-12-14
5428,Gimel,VD,2021-06-30,0.006177,2021-05-31,0.080099,2020-08-27,0.2,0.992188,2021-05-06
5428,Gimel,VD,2021-07-31,0.007514,2021-06-30,0.081032,2020-08-27,0.199593,0.992126,2021-05-06
5428,Gimel,VD,2021-08-31,0.008141,2021-07-31,0.081032,2020-08-27,0.199593,1.0,2021-05-06
5428,Gimel,VD,2021-09-30,0.00876,2021-08-31,0.080655,2020-08-27,0.199187,0.992136,2021-05-06
5428,Gimel,VD,2021-10-31,0.008684,2021-09-30,0.081713,2021-02-22,0.198783,0.992177,2021-05-06
5428,Gimel,VD,2021-11-30,0.010115,2021-10-31,0.08246,2021-02-22,0.192698,1.0,2021-10-20
5428,Gimel,VD,2021-12-31,0.012873,2021-11-30,0.082973,2021-06-02,0.196755,1.0,2021-12-08
5428,Gimel,VD,2022-01-31,0.012821,2021-12-31,0.082973,2021-06-02,0.196755,1.0,2021-12-08
5428,Gimel,VD,2022-02-28,0.012812,2022-01-31,0.082973,2021-06-02,0.196755,1.0,2021-12-08
5428,Gimel,VD,2022-03-31,0.012821,2022-02-28,0.082973,2021-06-02,0.189024,1.0,2021-12-08
5429,Longirod,VD,2021-03-31,0.011905,2021-02-28,0.032953,2020-08-25,0.447674,0.994065,2020-11-30
5429,Longirod,VD,2021-04-30,0.017241,2021-03-31,0.032953,2020-08-25,0.447674,0.994065,2020-11-30
5429,Longirod,VD,2021-05-31,0.017143,2021-04-30,0.050697,2020-08-25,0.447674,0.994065,2020-11-30
5429,Longirod,VD,2021-06-30,0.017241,2021-05-31,0.052092,2021-03-29,0.447674,0.994065,2020-11-30
5429,Longirod,VD,2021-07-31,0.017045,2021-06-30,0.052092,2021-03-29,0.447674,0.993884,2020-11-30
5429,Longirod,VD,2021-08-31,0.016949,2021-07-31,0.052092,2021-03-29,0.452941,1.0,2020-11-30
5429,Longirod,VD,2021-09-30,0.01676,2021-08-31,0.052092,2021-03-29,0.447674,0.993865,2020-11-30
5429,Longirod,VD,2021-10-31,0.016949,2021-09-30,0.052737,2021-03-29,0.447674,0.993865,2020-11-30
5429,Longirod,VD,2021-11-30,0.01676,2021-10-31,0.053625,2021-03-29,0.447674,1.0,2020-11-30
5429,Longirod,VD,2021-12-31,0.022472,2021-11-30,0.053625,2021-03-29,0.447674,1.0,2021-12-08
5429,Longirod,VD,2022-01-31,0.028409,2021-12-31,0.053743,2021-03-29,0.447674,1.0,2021-12-08
5429,Longirod,VD,2022-02-28,0.028818,2022-01-31,0.053625,2021-03-29,0.447674,1.0,2021-12-08
5429,Longirod,VD,2022-03-31,0.028818,2022-02-28,0.055814,2021-06-22,0.459302,1.0,2021-12-08
5430,Marchissy,VD,2021-03-31,0.008499,2021-02-28,0.031117,2020-08-25,0.212598,0.986239,2021-01-29
5430,Marchissy,VD,2021-04-30,0.008475,2021-03-31,0.031117,2020-08-25,0.204724,0.986239,2021-01-29
5430,Marchissy,VD,2021-05-31,0.008427,2021-04-30,0.01207,2018-06-21,0.204724,0.986239,2021-01-29
5430,Marchissy,VD,2021-06-30,0.008403,2021-05-31,0.01207,2018-06-21,0.204724,0.986239,2021-01-29
5430,Marchissy,VD,2021-07-31,0.008357,2021-06-30,0.01207,2018-06-21,0.212598,0.986047,2021-01-29
5430,Marchissy,VD,2021-08-31,0.008333,2021-07-31,0.01207,2018-06-21,0.212598,1.0,2021-01-29
5430,Marchissy,VD,2021-09-30,0.008427,2021-08-31,0.01207,2018-06-21,0.204724,0.986047,2021-01-29
5430,Marchissy,VD,2021-10-31,0.008287,2021-09-30,0.01207,2018-06-21,0.212598,0.986047,2021-01-29
5430,Marchissy,VD,2021-11-30,0.011019,2021-10-31,0.01207,2018-06-21,0.220472,0.995349,2021-10-12
5430,Marchissy,VD,2021-12-31,0.011111,2021-11-30,0.01207,2018-06-21,0.220472,0.995495,2021-12-08
5430,Marchissy,VD,2022-01-31,0.011019,2021-12-31,0.031117,2020-08-25,0.220472,0.995495,2021-12-08
5430,Marchissy,VD,2022-02-28,0.011111,2022-01-31,0.031117,2020-08-25,0.220472,0.995495,2021-12-08
5430,Marchissy,VD,2022-03-31,0.011019,2022-02-28,0.031117,2020-08-25,0.23622,0.995475,2022-03-02
5431,Mollens (VD),VD,2021-03-31,0.025424,2020-12-31,0.051665,2020-01-01,0.232143,0.982609,2020-11-30
5431,Mollens (VD),VD,2021-04-30,0.020576,2021-03-31,0.051665,2020-01-01,0.232143,0.982609,2020-11-30
5431,Mollens (VD),VD,2021-05-31,0.020661,2021-04-30,0.051665,2020-03-24,0.232143,0.982609,2020-11-30
5431,Mollens (VD),VD,2021-06-30,0.01992,2021-05-31,0.053336,2020-04-20,0.241071,0.982609,2020-11-30
5431,Mollens (VD),VD,2021-07-31,0.020325,2021-06-30,0.053336,2020-04-20,0.241071,0.982609,2020-11-30
5431,Mollens (VD),VD,2021-08-31,0.024096,2021-07-31,0.053336,2020-04-20,0.243243,1.0,2020-11-30
5431,Mollens (VD),VD,2021-09-30,0.027778,2021-08-31,0.055024,2020-07-06,0.241071,0.982609,2020-11-30
5431,Mollens (VD),VD,2021-10-31,0.027559,2021-09-30,0.056746,2021-02-03,0.241071,0.982609,2020-11-30
5431,Mollens (VD),VD,2021-11-30,0.027888,2021-10-31,0.057595,2021-06-01,0.232143,1.0,2021-05-11
5431,Mollens (VD),VD,2021-12-31,0.029536,2021-11-30,0.057595,2021-06-01,0.232143,1.0,2021-12-08
5431,Mollens (VD),VD,2022-01-31,0.028689,2021-12-31,0.057595,2021-06-01,0.232143,1.0,2021-12-08
5431,Mollens (VD),VD,2022-02-28,0.029289,2022-01-31,0.057595,2021-06-01,0.232143,1.0,2021-12-08
5431,Mollens (VD),VD,2022-03-31,0.029167,2022-02-28,0.057595,2021-06-01,0.232143,1.0,2021-12-08
5434,Saint-George,VD,2021-03-31,0.009537,2020-11-30,0.063427,2020-07-03,0.354054,0.984043,2020-11-30
5434,Saint-George,VD,2021-04-30,0.013643,2021-03-31,0.063427,2020-07-03,0.354054,0.984043,2020-11-30
5434,Saint-George,VD,2021-05-31,0.013495,2021-04-30,0.037413,2020-07-03,0.355795,0.984071,2020-11-30
5434,Saint-George,VD,2021-06-30,0.013514,2021-05-31,0.039042,2020-11-05,0.355795,0.984071,2020-11-30
5434,Saint-George,VD,2021-07-31,0.014825,2021-06-30,0.039042,2020-11-05,0.351351,0.9839,2020-11-30
5434,Saint-George,VD,2021-08-31,0.014765,2021-07-31,0.039042,2020-11-05,0.356164,1.0,2020-11-30
5434,Saint-George,VD,2021-09-30,0.014745,2021-08-31,0.039668,2020-11-05,0.351351,0.983929,2021-04-09
5434,Saint-George,VD,2021-10-31,0.016,2021-09-30,0.039668,2020-11-05,0.351351,0.983957,2021-04-09
5434,Saint-George,VD,2021-11-30,0.017544,2021-10-31,0.039668,2020-11-05,0.351351,0.998214,2021-04-09
5434,Saint-George,VD,2021-12-31,0.019048,2021-11-30,0.039934,2021-03-30,0.351351,0.998221,2021-12-08
5434,Saint-George,VD,2022-01-31,0.01776,2021-12-31,0.039934,2021-03-30,0.351351,0.998221,2021-12-08
5434,Saint-George,VD,2022-02-28,0.021739,2022-01-31,0.039934,2021-03-30,0.351351,0.998221,2021-12-08
5434,Saint-George,VD,2022-03-31,0.020633,2022-02-28,0.042882,2021-09-24,0.372973,0.998221,2022-01-25
5435,Saint-Livres,VD,2021-03-31,0.013245,2020-09-30,0.036022,2020-01-01,0.285714,0.991098,2020-11-30
5435,Saint-Livres,VD,2021-04-30,0.013245,2021-03-31,0.036022,2020-01-01,0.285714,0.991098,2020-11-30
5435,Saint-Livres,VD,2021-05-31,0.015317,2021-04-30,0.036956,2020-06-18,0.285714,0.991098,2020-11-30
5435,Saint-Livres,VD,2021-06-30,0.015119,2021-05-31,0.036956,2020-06-18,0.285714,0.991124,2021-06-07
5435,Saint-Livres,VD,2021-07-31,0.017316,2021-06-30,0.036485,2020-06-18,0.285714,0.991071,2021-06-07
5435,Saint-Livres,VD,2021-08-31,0.017354,2021-07-31,0.036485,2020-06-18,0.287958,1.0,2021-06-07
5435,Saint-Livres,VD,2021-09-30,0.019565,2021-08-31,0.03836,2021-04-29,0.285714,0.991071,2021-06-07
5435,Saint-Livres,VD,2021-10-31,0.019355,2021-09-30,0.03836,2021-04-29,0.285714,0.991071,2021-06-07
5435,Saint-Livres,VD,2021-11-30,0.019272,2021-10-31,0.03836,2021-04-29,0.3,1.0,2021-11-08
5435,Saint-Livres,VD,2021-12-31,0.019608,2021-11-30,0.038385,2021-04-29,0.3,1.0,2021-11-08
5435,Saint-Livres,VD,2022-01-31,0.021739,2021-12-31,0.03865,2021-04-29,0.3,1.0,2021-11-08
5435,Saint-Livres,VD,2022-02-28,0.021882,2022-01-31,0.038385,2021-04-29,0.3,1.0,2021-11-08
5435,Saint-Livres,VD,2022-03-31,0.02193,2022-02-28,0.038385,2021-04-29,0.315,1.0,2021-11-08
5436,Saint-Oyens,VD,2021-03-31,0.023569,2020-12-31,0.059242,2020-01-01,0.536765,0.990476,2021-03-16
5436,Saint-Oyens,VD,2021-04-30,0.026578,2021-03-31,0.059242,2020-01-01,0.536765,0.990476,2021-03-16
5436,Saint-Oyens,VD,2021-05-31,0.023102,2021-04-30,0.060025,2020-05-08,0.536765,0.990476,2021-03-16
5436,Saint-Oyens,VD,2021-06-30,0.026578,2021-05-31,0.060025,2020-05-08,0.536765,0.990476,2021-03-16
5436,Saint-Oyens,VD,2021-07-31,0.026403,2021-06-30,0.062533,2021-02-02,0.536765,0.990244,2021-03-16
5436,Saint-Oyens,VD,2021-08-31,0.022951,2021-07-31,0.062533,2021-02-02,0.536765,1.0,2021-03-16
5436,Saint-Oyens,VD,2021-09-30,0.022654,2021-08-31,0.065233,2021-03-17,0.536765,0.990291,2021-03-16
5436,Saint-Oyens,VD,2021-10-31,0.022801,2021-09-30,0.065856,2021-03-17,0.536765,0.990338,2021-03-16
5436,Saint-Oyens,VD,2021-11-30,0.022951,2021-10-31,0.06884,2021-03-17,0.536765,1.0,2021-03-16
5436,Saint-Oyens,VD,2021-12-31,0.022801,2021-11-30,0.070874,2021-04-14,0.536765,1.0,2021-03-16
5436,Saint-Oyens,VD,2022-01-31,0.026059,2021-12-31,0.071471,2021-04-14,0.536765,1.0,2021-03-16
5436,Saint-Oyens,VD,2022-02-28,0.029126,2022-01-31,0.070874,2021-04-14,0.536765,1.0,2021-03-16
5436,Saint-Oyens,VD,2022-03-31,0.032573,2022-02-28,0.070874,2021-04-14,0.544118,1.0,2021-09-08
5437,Saubraz,VD,2021-03-31,0.017668,2020-12-31,0.007719,2020-01-01,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-04-30,0.021277,2021-03-31,0.007719,2020-01-01,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-05-31,0.024221,2021-04-30,0.007719,2020-06-26,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-06-30,0.020833,2021-05-31,0.007719,2020-06-26,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-07-31,0.020906,2021-06-30,0.007719,2020-06-26,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-08-31,0.02439,2021-07-31,0.007719,2020-06-26,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-09-30,0.023891,2021-08-31,0.007719,2020-06-26,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-10-31,0.023569,2021-09-30,0.007719,2020-06-26,0.196721,1.0,2020-11-30
5437,Saubraz,VD,2021-11-30,0.023569,2021-10-31,0.007719,2020-06-26,0.196721,1.0,2021-01-26
5437,Saubraz,VD,2021-12-31,0.026756,2021-11-30,0.010199,2020-06-26,0.196721,1.0,2021-01-26
5437,Saubraz,VD,2022-01-31,0.030508,2021-12-31,0.010199,2020-06-26,0.196721,1.0,2021-01-26
5437,Saubraz,VD,2022-02-28,0.033445,2022-01-31,0.010199,2020-06-26,0.196721,1.0,2021-01-26
5437,Saubraz,VD,2022-03-31,0.037288,2022-02-28,0.010199,2020-06-26,0.204918,1.0,2021-10-06
5451,Avenches,VD,2021-03-31,0.004211,2021-02-28,0.076533,2020-11-13,0.325806,0.971513,2021-01-19
5451,Avenches,VD,2021-04-30,0.004928,2021-03-31,0.076533,2020-11-13,0.323656,0.971513,2021-01-19
5451,Avenches,VD,2021-05-31,0.00593,2021-04-30,0.106581,2021-01-20,0.323656,0.971513,2021-01-19
5451,Avenches,VD,2021-06-30,0.007284,2021-05-31,0.106976,2021-04-12,0.323656,0.971513,2021-01-19
5451,Avenches,VD,2021-07-31,0.007274,2021-06-30,0.107161,2021-05-03,0.324004,0.971395,2021-01-19
5451,Avenches,VD,2021-08-31,0.008313,2021-07-31,0.107295,2021-05-03,0.325027,0.999385,2021-01-19
5451,Avenches,VD,2021-09-30,0.008304,2021-08-31,0.10648,2021-05-03,0.324004,0.971377,2021-01-19
5451,Avenches,VD,2021-10-31,0.008953,2021-09-30,0.133653,2021-07-14,0.330472,0.971496,2021-10-12
5451,Avenches,VD,2021-11-30,0.009259,2021-10-31,0.134375,2021-07-14,0.328326,0.99762,2021-11-08
5451,Avenches,VD,2021-12-31,0.009629,2021-11-30,0.135043,2021-08-07,0.330472,0.997622,2021-12-08
5451,Avenches,VD,2022-01-31,0.00999,2021-12-31,0.135173,2021-08-07,0.330472,0.997622,2022-01-18
5451,Avenches,VD,2022-02-28,0.010309,2022-01-31,0.135045,2021-08-07,0.330472,0.997622,2022-01-18
5451,Avenches,VD,2022-03-31,0.01066,2022-02-28,0.135045,2021-08-07,0.354077,0.997027,2022-01-18
5456,Cudrefin,VD,2021-03-31,0.007166,2020-07-31,0.06543,2020-07-06,0.490934,0.980723,2020-11-30
5456,Cudrefin,VD,2021-04-30,0.013396,2021-03-31,0.06543,2020-07-06,0.488145,0.980723,2020-11-30
5456,Cudrefin,VD,2021-05-31,0.013199,2021-04-30,0.067667,2020-11-10,0.487465,0.980754,2021-04-29
5456,Cudrefin,VD,2021-06-30,0.013867,2021-05-31,0.069031,2020-11-16,0.488145,0.980707,2021-04-29
5456,Cudrefin,VD,2021-07-31,0.013814,2021-06-30,0.070413,2021-03-09,0.493056,0.980676,2021-04-29
5456,Cudrefin,VD,2021-08-31,0.013688,2021-07-31,0.070413,2021-03-09,0.499295,0.999172,2021-04-29
5456,Cudrefin,VD,2021-09-30,0.013804,2021-08-31,0.071602,2021-03-30,0.493056,0.980676,2021-04-29
5456,Cudrefin,VD,2021-10-31,0.015244,2021-09-30,0.072816,2021-05-15,0.49446,0.980692,2021-04-29
5456,Cudrefin,VD,2021-11-30,0.015396,2021-10-31,0.07483,2021-07-20,0.49446,0.984714,2021-09-27
5456,Cudrefin,VD,2021-12-31,0.016117,2021-11-30,0.077314,2021-07-20,0.49723,0.984727,2021-12-08
5456,Cudrefin,VD,2022-01-31,0.02069,2021-12-31,0.077536,2021-07-20,0.49723,0.984727,2021-12-08
5456,Cudrefin,VD,2022-02-28,0.022053,2022-01-31,0.077314,2021-07-20,0.49723,0.984727,2021-12-08
5456,Cudrefin,VD,2022-03-31,0.022883,2022-02-28,0.077447,2021-07-27,0.504155,0.984727,2021-12-08
5458,Faoug,VD,2021-03-31,0.017513,2020-07-31,0.05214,2020-01-01,0.401146,0.991625,2020-11-30
5458,Faoug,VD,2021-04-30,0.020906,2021-03-31,0.05214,2020-01-01,0.395415,0.991625,2020-11-30
5458,Faoug,VD,2021-05-31,0.022298,2021-04-30,0.060869,2020-10-14,0.401146,0.991611,2020-11-30
5458,Faoug,VD,2021-06-30,0.023932,2021-05-31,0.060869,2020-10-14,0.401146,0.991611,2020-11-30
5458,Faoug,VD,2021-07-31,0.027397,2021-06-30,0.060869,2020-10-14,0.401146,0.991611,2020-11-30
5458,Faoug,VD,2021-08-31,0.026846,2021-07-31,0.060869,2020-10-14,0.415663,1.0,2020-11-30
5458,Faoug,VD,2021-09-30,0.027027,2021-08-31,0.060869,2020-10-14,0.401146,0.991611,2020-11-30
5458,Faoug,VD,2021-10-31,0.026936,2021-09-30,0.060869,2020-10-14,0.401146,0.991653,2020-11-30
5458,Faoug,VD,2021-11-30,0.027027,2021-10-31,0.060869,2020-10-14,0.398281,0.998331,2021-04-29
5458,Faoug,VD,2021-12-31,0.03,2021-11-30,0.060869,2020-10-14,0.404011,0.998331,2021-04-29
5458,Faoug,VD,2022-01-31,0.033557,2021-12-31,0.061005,2020-10-14,0.404011,0.998331,2021-04-29
5458,Faoug,VD,2022-02-28,0.033333,2022-01-31,0.060869,2020-10-14,0.404011,0.998331,2021-04-29
5458,Faoug,VD,2022-03-31,0.033389,2022-02-28,0.060869,2020-10-14,0.413793,0.996656,2021-10-03
5464,Vully-les-Lacs,VD,2021-03-31,0.007333,2021-01-31,0.064758,2020-10-08,0.47029,0.981073,2021-01-21
5464,Vully-les-Lacs,VD,2021-04-30,0.007734,2021-03-31,0.064758,2020-10-08,0.465942,0.981073,2021-01-21
5464,Vully-les-Lacs,VD,2021-05-31,0.008555,2021-04-30,0.067645,2020-11-30,0.467486,0.981115,2021-01-21
5464,Vully-les-Lacs,VD,2021-06-30,0.009874,2021-05-31,0.070059,2021-04-19,0.468592,0.981115,2021-01-21
5464,Vully-les-Lacs,VD,2021-07-31,0.010753,2021-06-30,0.07053,2021-04-19,0.469741,0.981124,2021-07-16
5464,Vully-les-Lacs,VD,2021-08-31,0.012478,2021-07-31,0.07053,2021-04-19,0.467542,0.999077,2021-07-16
5464,Vully-les-Lacs,VD,2021-09-30,0.013292,2021-08-31,0.071338,2021-04-27,0.469784,0.981124,2021-07-16
5464,Vully-les-Lacs,VD,2021-10-31,0.01328,2021-09-30,0.072367,2021-05-17,0.470504,0.981124,2021-07-16
5464,Vully-les-Lacs,VD,2021-11-30,0.013815,2021-10-31,0.073606,2021-07-07,0.470251,0.997307,2021-11-04
5464,Vully-les-Lacs,VD,2021-12-31,0.015688,2021-11-30,0.074465,2021-07-07,0.474928,0.997771,2021-12-08
5464,Vully-les-Lacs,VD,2022-01-31,0.018477,2021-12-31,0.074734,2021-07-07,0.475986,0.99777,2022-01-12
5464,Vully-les-Lacs,VD,2022-02-28,0.02073,2022-01-31,0.074465,2021-07-07,0.475986,0.99777,2022-01-12
5464,Vully-les-Lacs,VD,2022-03-31,0.022502,2022-02-28,0.075633,2021-11-15,0.483202,0.997772,2022-03-02
5471,Bettens,VD,2021-03-31,0.015556,2020-12-31,0.02453,2020-05-05,0.179104,0.959091,2020-11-30
5471,Bettens,VD,2021-04-30,0.017778,2021-03-31,0.02453,2020-05-05,0.179104,0.959091,2020-11-30
5471,Bettens,VD,2021-05-31,0.019868,2021-04-30,0.02352,2020-05-01,0.179104,0.959091,2020-11-30
5471,Bettens,VD,2021-06-30,0.019868,2021-05-31,0.02352,2020-05-01,0.179104,0.959276,2021-05-19
5471,Bettens,VD,2021-07-31,0.021882,2021-06-30,0.025102,2021-05-11,0.179104,0.958525,2021-05-19
5471,Bettens,VD,2021-08-31,0.026374,2021-07-31,0.025102,2021-05-11,0.179104,1.0,2021-05-19
5471,Bettens,VD,2021-09-30,0.028889,2021-08-31,0.025102,2021-05-11,0.179104,0.958525,2021-05-19
5471,Bettens,VD,2021-10-31,0.031111,2021-09-30,0.025102,2021-05-11,0.179104,0.958525,2021-05-19
5471,Bettens,VD,2021-11-30,0.033557,2021-10-31,0.025102,2021-05-11,0.179104,1.0,2021-05-19
5471,Bettens,VD,2021-12-31,0.033632,2021-11-30,0.025613,2021-05-11,0.179104,1.0,2021-05-19
5471,Bettens,VD,2022-01-31,0.038724,2021-12-31,0.02584,2021-05-11,0.179104,1.0,2021-05-19
5471,Bettens,VD,2022-02-28,0.038375,2022-01-31,0.025613,2021-05-11,0.179104,1.0,2021-05-19
5471,Bettens,VD,2022-03-31,0.040816,2022-02-28,0.025613,2021-05-11,0.2,1.0,2021-05-19
5472,Bournens,VD,2021-03-31,0.015576,2021-02-28,0.137851,2020-01-01,0.188034,0.988506,2020-11-30
5472,Bournens,VD,2021-04-30,0.01548,2021-03-31,0.137851,2020-01-01,0.188034,0.988506,2020-11-30
5472,Bournens,VD,2021-05-31,0.015152,2021-04-30,0.137851,2020-04-09,0.188034,0.988506,2020-11-30
5472,Bournens,VD,2021-06-30,0.018182,2021-05-31,0.137851,2020-04-09,0.188034,0.988636,2021-06-07
5472,Bournens,VD,2021-07-31,0.017964,2021-06-30,0.137851,2020-04-09,0.194915,0.994318,2021-06-07
5472,Bournens,VD,2021-08-31,0.021472,2021-07-31,0.137851,2020-04-09,0.194915,1.0,2021-06-07
5472,Bournens,VD,2021-09-30,0.021672,2021-08-31,0.137851,2020-04-09,0.194915,0.994318,2021-06-07
5472,Bournens,VD,2021-10-31,0.024691,2021-09-30,0.137851,2020-04-09,0.194915,0.994318,2021-06-07
5472,Bournens,VD,2021-11-30,0.027607,2021-10-31,0.167151,2020-06-24,0.201681,1.0,2021-11-08
5472,Bournens,VD,2021-12-31,0.027778,2021-11-30,0.167986,2020-06-24,0.201681,1.0,2021-11-08
5472,Bournens,VD,2022-01-31,0.027778,2021-12-31,0.171368,2020-06-24,0.201681,1.0,2021-11-08
5472,Bournens,VD,2022-02-28,0.027864,2022-01-31,0.167986,2020-06-24,0.201681,1.0,2021-11-08
5472,Bournens,VD,2022-03-31,0.03096,2022-02-28,0.167986,2020-06-24,0.210084,1.0,2021-11-08
5473,Boussens,VD,2021-03-31,0.003017,2020-11-30,0.056594,2020-07-24,0.104265,0.986667,2020-11-30
5473,Boussens,VD,2021-04-30,0.004458,2021-03-31,0.056594,2020-07-24,0.104265,0.986667,2020-11-30
5473,Boussens,VD,2021-05-31,0.004505,2021-04-30,0.056966,2020-07-24,0.104265,0.986667,2020-11-30
5473,Boussens,VD,2021-06-30,0.004425,2021-05-31,0.056966,2020-07-24,0.123223,0.986667,2020-11-30
5473,Boussens,VD,2021-07-31,0.004438,2021-06-30,0.056966,2020-07-24,0.123223,0.986486,2020-11-30
5473,Boussens,VD,2021-08-31,0.004405,2021-07-31,0.056966,2020-07-24,0.124402,0.997253,2021-03-16
5473,Boussens,VD,2021-09-30,0.004438,2021-08-31,0.056966,2020-07-24,0.123223,0.986486,2021-03-16
5473,Boussens,VD,2021-10-31,0.004458,2021-09-30,0.056966,2020-07-24,0.131455,0.986631,2021-07-12
5473,Boussens,VD,2021-11-30,0.004478,2021-10-31,0.058699,2021-03-12,0.125581,0.994681,2021-11-08
5473,Boussens,VD,2021-12-31,0.004444,2021-11-30,0.05924,2021-07-14,0.125581,0.994681,2021-11-08
5473,Boussens,VD,2022-01-31,0.00597,2021-12-31,0.05924,2021-07-14,0.125581,0.994681,2021-11-08
5473,Boussens,VD,2022-02-28,0.006042,2022-01-31,0.05924,2021-07-14,0.125581,0.994681,2021-11-08
5473,Boussens,VD,2022-03-31,0.00761,2022-02-28,0.05924,2021-07-14,0.125581,0.994681,2021-11-08
5474,La Chaux (Cossonay),VD,2021-03-31,0.005952,2020-07-31,0.022467,2020-10-13,0.180328,0.974468,2020-11-30
5474,La Chaux (Cossonay),VD,2021-04-30,0.008721,2021-03-31,0.022467,2020-10-13,0.180328,0.974468,2020-11-30
5474,La Chaux (Cossonay),VD,2021-05-31,0.008772,2021-04-30,0.021287,2019-11-09,0.180328,0.974468,2020-11-30
5474,La Chaux (Cossonay),VD,2021-06-30,0.008876,2021-05-31,0.021287,2019-11-09,0.195122,0.974576,2020-11-30
5474,La Chaux (Cossonay),VD,2021-07-31,0.01173,2021-06-30,0.021287,2019-11-09,0.195122,0.974249,2020-11-30
5474,La Chaux (Cossonay),VD,2021-08-31,0.011561,2021-07-31,0.021287,2019-11-09,0.188525,0.995595,2020-11-30
5474,La Chaux (Cossonay),VD,2021-09-30,0.011494,2021-08-31,0.021287,2019-11-09,0.193548,0.974359,2020-11-30
5474,La Chaux (Cossonay),VD,2021-10-31,0.011527,2021-09-30,0.021287,2019-11-09,0.193548,0.974359,2020-11-30
5474,La Chaux (Cossonay),VD,2021-11-30,0.011396,2021-10-31,0.021839,2021-08-16,0.193548,0.995726,2021-06-07
5474,La Chaux (Cossonay),VD,2021-12-31,0.011429,2021-11-30,0.021839,2021-08-16,0.193548,0.995781,2021-12-08
5474,La Chaux (Cossonay),VD,2022-01-31,0.011696,2021-12-31,0.021839,2021-08-16,0.193548,0.995781,2021-12-08
5474,La Chaux (Cossonay),VD,2022-02-28,0.011662,2022-01-31,0.021861,2021-08-16,0.193548,0.995781,2021-12-08
5474,La Chaux (Cossonay),VD,2022-03-31,0.011834,2022-02-28,0.021861,2021-08-16,0.185484,0.995781,2021-12-08
5475,Chavannes-le-Veyron,VD,2021-03-31,0.0,2020-09-30,0.018264,2020-10-13,0.225,1.0,2020-11-30
5475,Chavannes-le-Veyron,VD,2021-04-30,0.009259,2021-03-31,0.018264,2020-10-13,0.225,1.0,2020-11-30
5475,Chavannes-le-Veyron,VD,2021-05-31,0.009346,2021-04-30,0.020349,2019-07-29,0.225,1.0,2020-11-30
