bfs_nr,municipality,canton,energyreporter_date,electric_car_share,electric_car_share_last_change,solar_potential_usage,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_share_coverage,renewable_heating_share_last_change
841,Gsteig,BE,2021-04-30,0.007509,2021-03-31,0.013124,2020-01-01,0.417453,0.356627,2021-01-13
841,Gsteig,BE,2021-05-31,0.007317,2021-04-30,0.012517,2020-05-01,0.417453,0.356627,2021-01-13
841,Gsteig,BE,2021-06-30,0.007299,2021-05-31,0.012517,2020-05-01,0.416471,0.35743,2021-01-13
841,Gsteig,BE,2021-07-31,0.008333,2021-06-30,0.012517,2020-05-01,0.449412,0.35743,2021-01-13
841,Gsteig,BE,2021-08-31,0.008294,2021-07-31,0.012517,2020-05-01,0.449412,1.0,2021-06-01
841,Gsteig,BE,2021-09-30,0.008197,2021-08-31,0.012517,2020-05-01,0.449412,0.357945,2021-06-01
841,Gsteig,BE,2021-10-31,0.009357,2021-09-30,0.012948,2021-04-14,0.451991,0.359262,2021-10-19
841,Gsteig,BE,2021-11-30,0.009512,2021-10-31,0.012948,2021-04-14,0.456674,0.359262,2021-10-19
841,Gsteig,BE,2021-12-31,0.009558,2021-11-30,0.012948,2021-04-14,0.437788,0.364291,2021-10-19
841,Gsteig,BE,2022-01-31,0.009445,2021-12-31,0.01332,2021-04-14,0.437788,0.364291,2021-10-19
841,Gsteig,BE,2022-02-28,0.010626,2022-01-31,0.013003,2021-04-14,0.437788,0.364291,2021-10-19
841,Gsteig,BE,2022-03-31,0.010626,2022-02-28,0.013003,2021-04-14,0.442396,0.364876,2021-10-19
842,Lauenen,BE,2021-03-31,0.003431,2021-02-28,0.006327,2019-01-01,0.477723,0.994108,2020-11-04
842,Lauenen,BE,2021-04-30,0.003396,2021-03-31,0.006327,2019-01-01,0.477723,0.994108,2020-11-04
842,Lauenen,BE,2021-05-31,0.003367,2021-04-30,0.006996,2019-11-15,0.479012,0.994108,2021-04-26
842,Lauenen,BE,2021-06-30,0.003373,2021-05-31,0.006996,2019-11-15,0.480296,0.994113,2021-05-18
842,Lauenen,BE,2021-07-31,0.003311,2021-06-30,0.006996,2019-11-15,0.507389,0.994113,2021-05-18
842,Lauenen,BE,2021-08-31,0.003306,2021-07-31,0.006996,2019-11-15,0.506173,0.997466,2021-05-18
842,Lauenen,BE,2021-09-30,0.0033,2021-08-31,0.006996,2019-11-15,0.507389,0.994113,2021-05-18
842,Lauenen,BE,2021-10-31,0.003295,2021-09-30,0.006996,2019-11-15,0.5086,0.994108,2021-09-28
842,Lauenen,BE,2021-11-30,0.003268,2021-10-31,0.006996,2019-11-15,0.5086,0.996641,2021-09-28
842,Lauenen,BE,2021-12-31,0.003284,2021-11-30,0.006996,2019-11-15,0.5086,0.996641,2021-09-28
842,Lauenen,BE,2022-01-31,0.0033,2021-12-31,0.007094,2021-01-27,0.509804,0.996644,2021-09-28
842,Lauenen,BE,2022-02-28,0.003361,2022-01-31,0.006939,2021-01-27,0.509804,0.996644,2021-09-28
842,Lauenen,BE,2022-03-31,0.003322,2022-02-28,0.006938,2021-01-27,0.507389,0.996633,2021-09-28
843,Saanen,BE,2021-03-31,0.008654,2020-11-30,0.028561,2020-01-01,0.365301,0.612502,2021-03-18
843,Saanen,BE,2021-04-30,0.00848,2021-03-31,0.028561,2020-01-01,0.365414,0.612431,2021-03-18
843,Saanen,BE,2021-05-31,0.008639,2021-04-30,0.029474,2020-09-28,0.365414,0.612797,2021-03-18
843,Saanen,BE,2021-06-30,0.008425,2021-05-31,0.029474,2020-09-28,0.366035,0.613092,2021-03-18
843,Saanen,BE,2021-07-31,0.009182,2021-06-30,0.029474,2020-09-28,0.391129,0.613163,2021-03-22
843,Saanen,BE,2021-08-31,0.009105,2021-07-31,0.029474,2020-09-28,0.391129,0.99881,2021-06-25
843,Saanen,BE,2021-09-30,0.009083,2021-08-31,0.029474,2020-09-28,0.392935,0.613852,2021-08-19
843,Saanen,BE,2021-10-31,0.009245,2021-09-30,0.029504,2021-03-04,0.393432,0.613923,2021-08-19
843,Saanen,BE,2021-11-30,0.009475,2021-10-31,0.029652,2021-03-04,0.395046,0.614317,2021-11-17
843,Saanen,BE,2021-12-31,0.010577,2021-11-30,0.029652,2021-03-04,0.393538,0.617293,2021-12-20
843,Saanen,BE,2022-01-31,0.010966,2021-12-31,0.030746,2021-03-04,0.394219,0.617615,2022-01-10
843,Saanen,BE,2022-02-28,0.011145,2022-01-31,0.029158,2021-03-04,0.394219,0.617615,2022-01-10
843,Saanen,BE,2022-03-31,0.011664,2022-02-28,0.029371,2021-11-23,0.411313,0.618205,2022-03-03
852,Guggisberg,BE,2021-03-31,0.00206,2020-09-30,0.007516,2020-01-01,0.60355,0.978386,2019-12-16
852,Guggisberg,BE,2021-04-30,0.003128,2021-03-31,0.007516,2020-01-01,0.601481,0.978355,2019-12-16
852,Guggisberg,BE,2021-05-31,0.003109,2021-04-30,0.009171,2019-05-16,0.600592,0.978386,2020-10-10
852,Guggisberg,BE,2021-06-30,0.003102,2021-05-31,0.010811,2020-12-17,0.600592,0.978386,2020-10-10
852,Guggisberg,BE,2021-07-31,0.004154,2021-06-30,0.010812,2020-12-17,0.622781,0.382105,2020-10-10
852,Guggisberg,BE,2021-08-31,0.004132,2021-07-31,0.010812,2020-12-17,0.612903,0.9968,2021-04-30
852,Guggisberg,BE,2021-09-30,0.004107,2021-08-31,0.010812,2020-12-17,0.622781,0.38232,2021-04-30
852,Guggisberg,BE,2021-10-31,0.004077,2021-09-30,0.0111,2021-07-23,0.622781,0.38232,2021-09-16
852,Guggisberg,BE,2021-11-30,0.004082,2021-10-31,0.0111,2021-07-23,0.622781,0.38232,2021-09-16
852,Guggisberg,BE,2021-12-31,0.005097,2021-11-30,0.011915,2021-07-23,0.618209,0.385135,2021-09-16
852,Guggisberg,BE,2022-01-31,0.005107,2021-12-31,0.012271,2021-07-23,0.619327,0.385827,2021-09-16
852,Guggisberg,BE,2022-02-28,0.005081,2022-01-31,0.01183,2021-07-23,0.619327,0.385827,2021-09-16
852,Guggisberg,BE,2022-03-31,0.006104,2022-02-28,0.01183,2021-07-23,0.623719,0.385827,2022-02-28
853,Rüschegg,BE,2021-03-31,0.005645,2020-07-31,0.018763,2020-01-01,0.483029,0.991003,2020-07-09
853,Rüschegg,BE,2021-04-30,0.005673,2021-03-31,0.018763,2020-01-01,0.483745,0.991049,2021-03-22
853,Rüschegg,BE,2021-05-31,0.005613,2021-04-30,0.01787,2020-01-20,0.485046,0.455882,2021-03-22
853,Rüschegg,BE,2021-06-30,0.005613,2021-05-31,0.019417,2020-12-22,0.485046,0.455882,2021-03-22
853,Rüschegg,BE,2021-07-31,0.004808,2021-06-30,0.019417,2020-12-22,0.511053,0.455347,2021-03-22
853,Rüschegg,BE,2021-08-31,0.004819,2021-07-31,0.019417,2020-12-22,0.510417,1.0,2021-07-07
853,Rüschegg,BE,2021-09-30,0.0048,2021-08-31,0.019417,2020-12-22,0.511053,0.455079,2021-07-07
853,Rüschegg,BE,2021-10-31,0.005582,2021-09-30,0.019891,2021-07-06,0.517555,0.456038,2021-10-25
853,Rüschegg,BE,2021-11-30,0.006364,2021-10-31,0.019891,2021-07-06,0.516255,0.456305,2021-10-25
853,Rüschegg,BE,2021-12-31,0.006426,2021-11-30,0.021354,2021-09-09,0.521401,0.457697,2021-12-07
853,Rüschegg,BE,2022-01-31,0.006509,2021-12-31,0.021888,2021-09-09,0.521401,0.457697,2021-12-07
853,Rüschegg,BE,2022-02-28,0.006494,2022-01-31,0.021066,2021-09-09,0.521401,0.457697,2021-12-07
853,Rüschegg,BE,2022-03-31,0.006515,2022-02-28,0.021505,2021-09-09,0.531088,0.458505,2021-12-07
855,Schwarzenburg,BE,2021-03-31,0.004169,2020-09-30,0.037229,2020-01-01,0.458774,0.967053,2020-01-15
855,Schwarzenburg,BE,2021-04-30,0.005126,2021-03-31,0.037229,2020-01-01,0.45666,0.967427,2020-01-15
855,Schwarzenburg,BE,2021-05-31,0.005112,2021-04-30,0.039164,2020-12-07,0.456947,0.967472,2021-01-26
855,Schwarzenburg,BE,2021-06-30,0.00486,2021-05-31,0.039388,2021-04-22,0.456947,0.967472,2021-01-26
855,Schwarzenburg,BE,2021-07-31,0.005327,2021-06-30,0.03986,2021-04-22,0.484688,0.983137,2021-06-29
855,Schwarzenburg,BE,2021-08-31,0.005299,2021-07-31,0.03986,2021-04-22,0.484672,1.0,2021-07-15
855,Schwarzenburg,BE,2021-09-30,0.005299,2021-08-31,0.040545,2021-05-05,0.485774,0.983153,2021-08-23
855,Schwarzenburg,BE,2021-10-31,0.005776,2021-09-30,0.040699,2021-07-14,0.485774,0.983153,2021-08-23
855,Schwarzenburg,BE,2021-11-30,0.006525,2021-10-31,0.040837,2021-07-14,0.485248,0.999278,2021-09-01
855,Schwarzenburg,BE,2021-12-31,0.006323,2021-11-30,0.041108,2021-10-01,0.475769,0.999277,2021-09-01
855,Schwarzenburg,BE,2022-01-31,0.006821,2021-12-31,0.042325,2021-10-01,0.475521,0.999277,2021-12-22
855,Schwarzenburg,BE,2022-02-28,0.006809,2022-01-31,0.040596,2021-10-01,0.475521,0.999277,2021-12-22
855,Schwarzenburg,BE,2022-03-31,0.006818,2022-02-28,0.040776,2021-12-17,0.507064,0.999277,2021-12-22
861,Belp,BE,2021-03-31,0.006748,2020-10-31,0.035242,2020-12-05,0.278945,0.941439,2021-01-14
861,Belp,BE,2021-04-30,0.009264,2021-03-31,0.035242,2020-12-05,0.276014,0.941518,2021-03-22
861,Belp,BE,2021-05-31,0.009232,2021-04-30,0.038455,2020-12-08,0.276367,0.94157,2021-04-08
861,Belp,BE,2021-06-30,0.009639,2021-05-31,0.038602,2020-12-17,0.276367,0.941596,2021-05-27
861,Belp,BE,2021-07-31,0.01051,2021-06-30,0.039019,2020-12-17,0.284878,0.942119,2021-07-02
861,Belp,BE,2021-08-31,0.010609,2021-07-31,0.039019,2020-12-17,0.284529,0.998584,2021-07-02
861,Belp,BE,2021-09-30,0.011336,2021-08-31,0.03911,2021-06-28,0.285854,0.942197,2021-09-14
861,Belp,BE,2021-10-31,0.011379,2021-09-30,0.039643,2021-06-28,0.286829,0.942299,2021-10-22
861,Belp,BE,2021-11-30,0.011894,2021-10-31,0.039643,2021-06-28,0.286481,0.989796,2021-10-22
861,Belp,BE,2021-12-31,0.012212,2021-11-30,0.040387,2021-06-28,0.289411,0.99512,2021-10-22
861,Belp,BE,2022-01-31,0.01318,2021-12-31,0.041373,2021-06-28,0.290168,0.996778,2022-01-21
861,Belp,BE,2022-02-28,0.013686,2022-01-31,0.04023,2021-06-28,0.290168,0.996778,2022-01-21
861,Belp,BE,2022-03-31,0.013724,2022-02-28,0.040488,2021-06-28,0.318422,0.995311,2022-02-15
863,Burgistein,BE,2021-03-31,0.008121,2020-12-31,0.048873,2020-01-01,0.355609,0.509047,2019-12-18
863,Burgistein,BE,2021-04-30,0.008074,2021-03-31,0.048873,2020-01-01,0.355609,0.509047,2019-12-18
863,Burgistein,BE,2021-05-31,0.008065,2021-04-30,0.047489,2020-10-13,0.355609,0.509047,2019-12-18
863,Burgistein,BE,2021-06-30,0.008121,2021-05-31,0.048903,2021-04-02,0.355609,0.509047,2019-12-18
863,Burgistein,BE,2021-07-31,0.008074,2021-06-30,0.048871,2021-03-26,0.393795,0.509047,2019-12-18
863,Burgistein,BE,2021-08-31,0.009081,2021-07-31,0.048871,2021-03-26,0.393795,1.0,2021-03-23
863,Burgistein,BE,2021-09-30,0.008028,2021-08-31,0.048871,2021-03-26,0.393795,0.508434,2021-03-23
863,Burgistein,BE,2021-10-31,0.008028,2021-09-30,0.050237,2021-03-26,0.393795,0.508434,2021-03-23
863,Burgistein,BE,2021-11-30,0.008046,2021-10-31,0.050237,2021-03-26,0.403341,0.508434,2021-03-23
863,Burgistein,BE,2021-12-31,0.008074,2021-11-30,0.051913,2021-07-17,0.396226,0.514458,2021-03-23
863,Burgistein,BE,2022-01-31,0.008055,2021-12-31,0.055463,2021-07-17,0.396226,0.514458,2021-03-23
863,Burgistein,BE,2022-02-28,0.009153,2022-01-31,0.051861,2021-07-17,0.396226,0.514458,2021-03-23
863,Burgistein,BE,2022-03-31,0.009292,2022-02-28,0.052464,2021-09-22,0.438679,0.514458,2021-08-24
866,Gerzensee,BE,2021-03-31,0.011264,2020-10-31,0.033342,2020-01-01,0.427374,0.587956,2020-04-29
866,Gerzensee,BE,2021-04-30,0.016069,2021-03-31,0.033342,2020-01-01,0.428969,0.588608,2021-03-29
866,Gerzensee,BE,2021-05-31,0.016169,2021-04-30,0.032541,2020-07-28,0.431755,0.588608,2021-03-29
866,Gerzensee,BE,2021-06-30,0.017263,2021-05-31,0.031402,2020-07-28,0.431755,0.588608,2021-03-29
866,Gerzensee,BE,2021-07-31,0.018428,2021-06-30,0.031402,2020-07-28,0.454039,0.58954,2021-03-29
866,Gerzensee,BE,2021-08-31,0.015873,2021-07-31,0.031402,2020-07-28,0.457865,1.0,2021-04-15
866,Gerzensee,BE,2021-09-30,0.017263,2021-08-31,0.031402,2020-07-28,0.473538,0.588608,2021-04-15
866,Gerzensee,BE,2021-10-31,0.018473,2021-09-30,0.031402,2020-07-28,0.473538,0.588608,2021-04-15
866,Gerzensee,BE,2021-11-30,0.019778,2021-10-31,0.031402,2020-07-28,0.473538,0.588608,2021-04-15
866,Gerzensee,BE,2021-12-31,0.021144,2021-11-30,0.032493,2021-09-10,0.477778,0.59019,2021-04-15
866,Gerzensee,BE,2022-01-31,0.02372,2021-12-31,0.033548,2021-09-10,0.479224,0.590837,2022-01-07
866,Gerzensee,BE,2022-02-28,0.025316,2022-01-31,0.03175,2021-09-10,0.479224,0.590837,2022-01-07
866,Gerzensee,BE,2022-03-31,0.025284,2022-02-28,0.032876,2021-09-14,0.484765,0.590837,2022-01-07
867,Gurzelen,BE,2021-03-31,0.001845,2020-10-31,0.04098,2020-01-01,0.417391,0.960474,2020-10-22
867,Gurzelen,BE,2021-04-30,0.001862,2021-03-31,0.04098,2020-01-01,0.413043,0.960474,2020-10-22
867,Gurzelen,BE,2021-05-31,0.001855,2021-04-30,0.048397,2019-10-31,0.434599,0.988189,2020-10-22
867,Gurzelen,BE,2021-06-30,0.001848,2021-05-31,0.052974,2020-12-18,0.434599,0.529536,2020-10-22
867,Gurzelen,BE,2021-07-31,0.001828,2021-06-30,0.052974,2020-12-18,0.493671,0.515337,2020-12-17
867,Gurzelen,BE,2021-08-31,0.00367,2021-07-31,0.052974,2020-12-18,0.493671,1.0,2021-04-08
867,Gurzelen,BE,2021-09-30,0.005455,2021-08-31,0.052974,2020-12-18,0.489451,0.515337,2021-04-08
867,Gurzelen,BE,2021-10-31,0.005545,2021-09-30,0.057648,2020-12-22,0.489451,0.516327,2021-04-08
867,Gurzelen,BE,2021-11-30,0.005535,2021-10-31,0.059182,2021-06-23,0.493671,0.516327,2021-04-08
867,Gurzelen,BE,2021-12-31,0.005474,2021-11-30,0.059182,2021-06-23,0.493671,0.516327,2021-04-08
867,Gurzelen,BE,2022-01-31,0.009141,2021-12-31,0.065416,2021-06-23,0.493671,0.516327,2021-04-08
867,Gurzelen,BE,2022-02-28,0.012681,2022-01-31,0.058281,2021-06-23,0.493671,0.516327,2021-04-08
867,Gurzelen,BE,2022-03-31,0.012704,2022-02-28,0.058281,2021-06-23,0.521008,0.520661,2021-08-17
868,Jaberg,BE,2021-03-31,0.0,2020-07-31,0.080432,2020-01-01,0.306931,0.539683,2020-04-16
868,Jaberg,BE,2021-04-30,0.0,2021-03-31,0.080432,2020-01-01,0.306931,0.536842,2020-04-16
868,Jaberg,BE,2021-05-31,0.0,2021-04-30,0.114287,2019-11-27,0.292929,0.536842,2021-04-20
868,Jaberg,BE,2021-06-30,0.0,2021-05-31,0.114287,2019-11-27,0.292929,0.536842,2021-04-20
868,Jaberg,BE,2021-07-31,0.0,2021-06-30,0.114287,2019-11-27,0.333333,0.536842,2021-04-20
868,Jaberg,BE,2021-08-31,0.0,2021-07-31,0.114287,2019-11-27,0.333333,1.0,2021-04-20
868,Jaberg,BE,2021-09-30,0.0,2021-08-31,0.114287,2019-11-27,0.333333,0.536842,2021-04-20
868,Jaberg,BE,2021-10-31,0.0,2021-09-30,0.119443,2021-06-25,0.333333,0.536842,2021-04-20
868,Jaberg,BE,2021-11-30,0.0,2021-10-31,0.119443,2021-06-25,0.323232,0.536842,2021-04-20
868,Jaberg,BE,2021-12-31,0.005587,2021-11-30,0.119443,2021-06-25,0.323232,0.536842,2021-04-20
868,Jaberg,BE,2022-01-31,0.011364,2021-12-31,0.13009,2021-06-25,0.323232,0.536842,2021-04-20
868,Jaberg,BE,2022-02-28,0.011364,2022-01-31,0.106198,2021-06-25,0.323232,0.536842,2021-04-20
868,Jaberg,BE,2022-03-31,0.011429,2022-02-28,0.106198,2021-06-25,0.353535,0.536842,2022-01-31
869,Kaufdorf,BE,2021-03-31,0.009225,2020-12-31,0.046558,2020-01-01,0.225806,0.55516,2021-02-23
869,Kaufdorf,BE,2021-04-30,0.010889,2021-03-31,0.046558,2020-01-01,0.225806,0.55516,2021-02-23
869,Kaufdorf,BE,2021-05-31,0.010811,2021-04-30,0.054241,2020-07-16,0.225806,0.55516,2021-02-23
869,Kaufdorf,BE,2021-06-30,0.01085,2021-05-31,0.054241,2020-07-16,0.225806,0.55516,2021-02-23
869,Kaufdorf,BE,2021-07-31,0.010753,2021-06-30,0.060741,2021-04-28,0.23871,0.55516,2021-02-23
869,Kaufdorf,BE,2021-08-31,0.010791,2021-07-31,0.060741,2021-04-28,0.23871,1.0,2021-02-23
869,Kaufdorf,BE,2021-09-30,0.010791,2021-08-31,0.062175,2021-04-28,0.245161,0.55516,2021-02-23
869,Kaufdorf,BE,2021-10-31,0.010676,2021-09-30,0.062175,2021-04-28,0.245161,0.55694,2021-10-15
869,Kaufdorf,BE,2021-11-30,0.010791,2021-10-31,0.065659,2021-06-04,0.245161,0.55694,2021-10-15
869,Kaufdorf,BE,2021-12-31,0.012868,2021-11-30,0.065659,2021-06-04,0.246795,0.560498,2021-10-15
869,Kaufdorf,BE,2022-01-31,0.016636,2021-12-31,0.070931,2021-06-04,0.246795,0.560498,2021-10-15
869,Kaufdorf,BE,2022-02-28,0.016605,2022-01-31,0.06545,2021-06-04,0.246795,0.560498,2021-10-15
869,Kaufdorf,BE,2022-03-31,0.016636,2022-02-28,0.068944,2021-10-15,0.316614,0.565905,2021-10-15
870,Kehrsatz,BE,2021-03-31,0.01484,2021-01-31,0.029098,2020-12-05,0.245774,0.994891,2020-07-30
870,Kehrsatz,BE,2021-04-30,0.015947,2021-03-31,0.029098,2020-12-05,0.244473,0.994891,2020-07-30
870,Kehrsatz,BE,2021-05-31,0.01644,2021-04-30,0.035973,2020-10-22,0.244473,0.994891,2020-07-30
870,Kehrsatz,BE,2021-06-30,0.015522,2021-05-31,0.036941,2021-04-15,0.244473,0.996564,2021-05-11
870,Kehrsatz,BE,2021-07-31,0.01591,2021-06-30,0.037868,2021-04-15,0.251948,0.996564,2021-05-11
870,Kehrsatz,BE,2021-08-31,0.016302,2021-07-31,0.037868,2021-04-15,0.251948,1.0,2021-05-12
870,Kehrsatz,BE,2021-09-30,0.016674,2021-08-31,0.038472,2021-06-26,0.251948,0.996564,2021-05-12
870,Kehrsatz,BE,2021-10-31,0.017749,2021-09-30,0.039794,2021-06-26,0.253576,0.996561,2021-05-12
870,Kehrsatz,BE,2021-11-30,0.018344,2021-10-31,0.039794,2021-06-26,0.252276,0.99914,2021-05-12
870,Kehrsatz,BE,2021-12-31,0.020619,2021-11-30,0.039794,2021-06-26,0.253886,0.99914,2021-05-12
870,Kehrsatz,BE,2022-01-31,0.020273,2021-12-31,0.040059,2021-06-26,0.253886,0.99914,2021-05-12
870,Kehrsatz,BE,2022-02-28,0.021688,2022-01-31,0.039622,2021-06-26,0.253886,0.99914,2021-05-12
870,Kehrsatz,BE,2022-03-31,0.020745,2022-02-28,0.04097,2021-12-08,0.285156,0.999139,2022-01-26
872,Kirchdorf (BE),BE,2021-03-31,0.013312,2020-12-31,0.042697,2020-01-01,0.489681,0.49589,2021-02-08
872,Kirchdorf (BE),BE,2021-04-30,0.014649,2021-03-31,0.042697,2020-01-01,0.489681,0.49589,2021-02-08
872,Kirchdorf (BE),BE,2021-05-31,0.014504,2021-04-30,0.040901,2020-09-15,0.490637,0.49635,2021-02-08
872,Kirchdorf (BE),BE,2021-06-30,0.015361,2021-05-31,0.036674,2020-09-15,0.490637,0.49635,2021-02-08
872,Kirchdorf (BE),BE,2021-07-31,0.016629,2021-06-30,0.037591,2020-09-15,0.507491,0.495446,2021-02-08
872,Kirchdorf (BE),BE,2021-08-31,0.017385,2021-07-31,0.037591,2020-09-15,0.507491,0.996337,2021-05-12
872,Kirchdorf (BE),BE,2021-09-30,0.018018,2021-08-31,0.040619,2021-05-12,0.509363,0.495446,2021-05-12
872,Kirchdorf (BE),BE,2021-10-31,0.018839,2021-09-30,0.040619,2021-05-12,0.509363,0.495446,2021-05-12
872,Kirchdorf (BE),BE,2021-11-30,0.018939,2021-10-31,0.044846,2021-05-12,0.51028,0.496364,2021-11-16
872,Kirchdorf (BE),BE,2021-12-31,0.019787,2021-11-30,0.041652,2021-09-27,0.509294,0.498638,2021-12-02
872,Kirchdorf (BE),BE,2022-01-31,0.023006,2021-12-31,0.042661,2021-09-27,0.509294,0.498638,2021-12-02
872,Kirchdorf (BE),BE,2022-02-28,0.022154,2022-01-31,0.041034,2021-09-27,0.509294,0.498638,2021-12-02
872,Kirchdorf (BE),BE,2022-03-31,0.022779,2022-02-28,0.045738,2021-11-02,0.539033,0.498638,2021-12-02
877,Niedermuhlern,BE,2021-03-31,0.005155,2020-10-31,0.01924,2020-01-01,0.597484,0.411917,2018-12-31
877,Niedermuhlern,BE,2021-04-30,0.007538,2021-03-31,0.01924,2020-01-01,0.597484,0.411917,2018-12-31
877,Niedermuhlern,BE,2021-05-31,0.007634,2021-04-30,0.025652,2020-11-20,0.597484,0.411917,2018-12-31
877,Niedermuhlern,BE,2021-06-30,0.010127,2021-05-31,0.025652,2020-11-20,0.597484,0.411917,2018-12-31
877,Niedermuhlern,BE,2021-07-31,0.010076,2021-06-30,0.026544,2021-02-01,0.622642,0.411917,2018-12-31
877,Niedermuhlern,BE,2021-08-31,0.012626,2021-07-31,0.026544,2021-02-01,0.622642,1.0,2021-01-01
877,Niedermuhlern,BE,2021-09-30,0.012531,2021-08-31,0.026544,2021-02-01,0.622642,0.411917,2021-01-01
877,Niedermuhlern,BE,2021-10-31,0.01,2021-09-30,0.027398,2021-06-03,0.622642,0.411917,2021-01-01
877,Niedermuhlern,BE,2021-11-30,0.012438,2021-10-31,0.027398,2021-06-03,0.63522,0.411917,2021-01-01
877,Niedermuhlern,BE,2021-12-31,0.012407,2021-11-30,0.027398,2021-06-03,0.62963,0.419689,2021-01-01
877,Niedermuhlern,BE,2022-01-31,0.014888,2021-12-31,0.028521,2021-06-03,0.62963,0.419689,2021-01-01
877,Niedermuhlern,BE,2022-02-28,0.014925,2022-01-31,0.026014,2021-06-03,0.62963,0.419689,2021-01-01
877,Niedermuhlern,BE,2022-03-31,0.014925,2022-02-28,0.026014,2021-06-03,0.648148,0.419689,2021-08-16
879,Riggisberg,BE,2021-03-31,0.011123,2020-07-31,0.029378,2020-01-01,0.440884,0.818988,2020-04-22
879,Riggisberg,BE,2021-04-30,0.003354,2021-03-31,0.029378,2020-01-01,0.440397,0.819309,2021-04-01
879,Riggisberg,BE,2021-05-31,0.003911,2021-04-30,0.031191,2020-12-11,0.436526,0.813109,2021-04-01
879,Riggisberg,BE,2021-06-30,0.005568,2021-05-31,0.032352,2021-03-01,0.442841,0.889295,2021-06-10
879,Riggisberg,BE,2021-07-31,0.006104,2021-06-30,0.032352,2021-03-01,0.469478,0.889411,2021-06-15
879,Riggisberg,BE,2021-08-31,0.006659,2021-07-31,0.032352,2021-03-01,0.469478,0.992118,2021-06-15
879,Riggisberg,BE,2021-09-30,0.007159,2021-08-31,0.032821,2021-04-23,0.469478,0.984351,2021-09-14
879,Riggisberg,BE,2021-10-31,0.00768,2021-09-30,0.033166,2021-05-28,0.472808,0.984359,2021-09-17
879,Riggisberg,BE,2021-11-30,0.008188,2021-10-31,0.033166,2021-05-28,0.472222,0.991127,2021-10-22
879,Riggisberg,BE,2021-12-31,0.008274,2021-11-30,0.034302,2021-08-25,0.472648,0.995825,2021-10-22
879,Riggisberg,BE,2022-01-31,0.008801,2021-12-31,0.035017,2021-08-25,0.472648,0.995825,2021-10-22
879,Riggisberg,BE,2022-02-28,0.009341,2022-01-31,0.033697,2021-08-25,0.472648,0.995825,2021-10-22
879,Riggisberg,BE,2022-03-31,0.009351,2022-02-28,0.034866,2021-08-25,0.472648,0.995825,2021-10-22
880,Rüeggisberg,BE,2021-03-31,0.007347,2020-11-30,0.03295,2020-01-01,0.615385,0.990536,2021-02-15
880,Rüeggisberg,BE,2021-04-30,0.008921,2021-03-31,0.03295,2020-01-01,0.613876,0.990536,2021-02-15
880,Rüeggisberg,BE,2021-05-31,0.008965,2021-04-30,0.037233,2020-12-15,0.612368,0.99053,2021-02-15
880,Rüeggisberg,BE,2021-06-30,0.008885,2021-05-31,0.037516,2021-04-23,0.613876,0.99053,2021-02-15
880,Rüeggisberg,BE,2021-07-31,0.008878,2021-06-30,0.037516,2021-04-23,0.640483,0.990536,2021-06-07
880,Rüeggisberg,BE,2021-08-31,0.008857,2021-07-31,0.037516,2021-04-23,0.640483,1.0,2021-06-07
880,Rüeggisberg,BE,2021-09-30,0.008871,2021-08-31,0.039038,2021-07-15,0.640483,0.990536,2021-06-07
880,Rüeggisberg,BE,2021-10-31,0.008864,2021-09-30,0.040157,2021-07-15,0.640483,0.990542,2021-06-07
880,Rüeggisberg,BE,2021-11-30,0.008878,2021-10-31,0.041171,2021-08-17,0.640483,0.999369,2021-11-23
880,Rüeggisberg,BE,2021-12-31,0.00974,2021-11-30,0.041646,2021-08-17,0.642105,0.999369,2021-12-20
880,Rüeggisberg,BE,2022-01-31,0.00974,2021-12-31,0.042769,2021-08-17,0.642105,0.999369,2021-12-20
880,Rüeggisberg,BE,2022-02-28,0.009748,2022-01-31,0.04121,2021-08-17,0.642105,0.999369,2021-12-20
880,Rüeggisberg,BE,2022-03-31,0.009724,2022-02-28,0.043428,2021-08-17,0.658133,0.999369,2022-03-15
883,Seftigen,BE,2021-03-31,0.010212,2020-12-31,0.037269,2020-01-01,0.390597,0.976,2021-03-01
883,Seftigen,BE,2021-04-30,0.011848,2021-03-31,0.037269,2020-01-01,0.38698,0.976027,2021-03-24
883,Seftigen,BE,2021-05-31,0.011858,2021-04-30,0.040951,2020-12-11,0.38698,0.976027,2021-03-24
883,Seftigen,BE,2021-06-30,0.01183,2021-05-31,0.040951,2020-12-11,0.38698,0.976027,2021-03-24
883,Seftigen,BE,2021-07-31,0.011719,2021-06-30,0.040951,2020-12-11,0.414105,0.976027,2021-03-24
883,Seftigen,BE,2021-08-31,0.011664,2021-07-31,0.040951,2020-12-11,0.414105,1.0,2021-03-24
883,Seftigen,BE,2021-09-30,0.011682,2021-08-31,0.042262,2021-07-13,0.415913,0.976027,2021-03-24
883,Seftigen,BE,2021-10-31,0.013344,2021-09-30,0.042982,2021-08-31,0.416968,0.976055,2021-10-22
883,Seftigen,BE,2021-11-30,0.013449,2021-10-31,0.042982,2021-08-31,0.422383,0.989738,2021-11-10
883,Seftigen,BE,2021-12-31,0.015152,2021-11-30,0.043526,2021-08-31,0.420959,0.990878,2021-11-10
883,Seftigen,BE,2022-01-31,0.015115,2021-12-31,0.045775,2021-08-31,0.420959,0.990878,2021-11-10
